;;;;;;;;;;;Package.Mass.Value;;
ID;WEEK COM;MONTH;ORIGIN;ORIGIN CITY;DESTINATION  (DROP LIST);MODE;UNITS;CARTON;GOH UNITS;TOTAL UNITS;WEIGHT;CBM;TYPE
285;10/25/2021;October;Turkey;Istanbul;US;Sea;8711;516;0;8711;5160;37,152;FCL
286;10/25/2021;October;Turkey;Istanbul;US;Sea;15713;957;0;15713;9570;68,904;FCL
287;10/25/2021;October;Turkey;Istanbul;US;Sea;17855;977;0;17855;9770;70,344;FCL
288;10/25/2021;October;Turkey;Istanbul;US;Sea;25818;1014;0;25818;10140;73,008;FCL
289;10/25/2021;October;Turkey;Istanbul;US;Sea;19424;983;0;19424;9830;70,776;FCL
290;10/25/2021;October;Turkey;Istanbul;US;Sea;19851;1005;0;19851;10050;72,36;FCL
291;10/25/2021;October;Turkey;Istanbul;US;Sea;18933;782;0;18933;7820;56,304;FCL
292;10/25/2021;October;Turkey;Istanbul;US;Air;414;8;0;414;80;0,576;LTL
293;10/25/2021;October;Turkey;Istanbul;US;Air;478;53;0;478;530;3,816;LTL
294;10/25/2021;October;Turkey;Istanbul;US;Air;20;3;0;20;30;0,216;LTL
295;10/25/2021;October;Turkey;Istanbul;US;Air;333;8;0;333;80;0,576;LTL
296;11/1/2021;November;Turkey;Istanbul;US;Sea;14857;921;0;14857;9210;66,312;FCL
297;11/1/2021;November;Turkey;Istanbul;UK;Road;26298;1329;0;26298;13290;95,688;FTL
298;11/1/2021;November;Turkey;Istanbul;UK;Road;33738;1271;0;33738;12710;91,512;FTL
299;11/1/2021;November;Turkey;Istanbul;UK;Road;29398;1313;0;29398;13130;94,536;FTL
300;11/1/2021;November;Turkey;Istanbul;UK;Road;36488;1317;0;36488;13170;94,824;FTL
301;11/1/2021;November;Turkey;Istanbul;UK;Road;33069;1181;0;33069;11810;85,032;FTL
302;11/1/2021;November;Turkey;Istanbul;DE;Road;28137;1262;0;28137;12620;90,864;FTL
303;11/1/2021;November;Turkey;Istanbul;DE;Road;37533;994;0;37533;9940;71,568;LTL
304;11/1/2021;November;Turkey;Istanbul;DE;Road;42366;1236;0;42366;12360;88,992;FTL
305;11/1/2021;November;Turkey;Istanbul;DE;Road;36253;1139;1586;37839;12976;82,008;FTL
306;11/1/2021;November;Turkey;Istanbul;DE;Road;30050;1276;0;30050;12760;91,872;FTL
307;11/1/2021;November;Spain;Barcelona;DE;Road;15022;921;0;15022;9210;66,312;FTL
308;11/1/2021;November;Spain;Barcelona;DE;Road;15633;1086;0;15633;10860;78,192;FTL
309;11/1/2021;November;Spain;Madrid;DE;Road;15125;867;0;15125;8670;62,424;FTL
310;11/1/2021;November;Spain;Barcelona;DE;Road;18881;666;0;18881;6660;47,952;FTL
311;11/1/2021;November;Spain;Barcelona;DE;Road;14533;942;0;14533;9420;67,824;FTL
312;11/1/2021;November;Spain;Barcelona;DE;Road;8779;573;0;8779;5730;41,256;FTL
313;11/1/2021;November;Spain;Madrid;DE;Road;6501;492;0;6501;4920;35,424;FTL
314;11/1/2021;November;Spain;Barcelona;DE;Road;11211;745;0;11211;7450;53,64;FTL
315;11/8/2021;November;Turkey;Istanbul;UK;Road;42808;1341;0;42808;13410;96,552;FTL
316;11/8/2021;November;Turkey;Istanbul;UK;Road;30024;1475;0;30024;14750;106,2;FTL
317;11/8/2021;November;Turkey;Istanbul;UK;Road;22161;1274;0;22161;12740;91,728;FTL
318;11/8/2021;November;Turkey;Istanbul;UK;Road;15364;993;4283;19647;14213;71,496;FTL
319;11/8/2021;November;Turkey;Istanbul;UK;Road;25757;1321;0;25757;13210;95,112;FTL
320;11/8/2021;November;Turkey;Istanbul;UK;Road;51976;1477;0;51976;14770;106,344;FTL
321;11/8/2021;November;Turkey;Istanbul;UK;Road;2838;237;0;2838;2370;17,064;LTL
322;11/8/2021;November;Turkey;Istanbul;DE;Road;21070;1096;2993;24063;13953;78,912;FTL
323;11/8/2021;November;Turkey;Istanbul;DE;Road;12183;1358;0;12183;13580;97,776;FTL
324;11/8/2021;November;Turkey;Istanbul;DE;Road;7473;442;0;7473;4420;31,824;LTL
325;11/8/2021;November;Turkey;Istanbul;UK;Road;16429;1167;0;16429;11670;84,024;FTL
326;11/8/2021;November;Turkey;Istanbul;DE;Road;20731;1245;0;20731;12450;89,64;FTL
327;11/8/2021;November;Turkey;Istanbul;UK;Road;33168;1132;1907;35075;13227;81,504;FTL
328;11/8/2021;November;Turkey;Istanbul;DE;Road;15462;853;2540;18002;11070;61,416;FTL
329;11/8/2021;November;Turkey;Istanbul;DE;Road;21147;1333;0;21147;13330;95,976;FTL
330;11/8/2021;November;Turkey;Istanbul;DE;Road;29804;1202;0;29804;12020;86,544;FTL
331;11/8/2021;November;Turkey;Istanbul;UK;Road;30425;1354;0;30425;13540;97,488;FTL
332;11/8/2021;November;Turkey;Istanbul;DE;Road;24573;1366;0;24573;13660;98,352;FTL
333;11/8/2021;November;Turkey;Istanbul;DE;Road;27975;532;0;27975;5320;38,304;LTL
334;11/8/2021;November;Turkey;Istanbul;DE;Road;27926;1119;0;27926;11190;80,568;FTL
335;11/8/2021;November;Spain;Barcelona;DE;Road;15504;1161;0;15504;11610;83,592;FTL
336;11/8/2021;November;Spain;Barcelona;DE;Road;29587;850;0;29587;8500;61,2;FTL
337;11/8/2021;November;Spain;Barcelona;DE;Road;29026;845;0;29026;8450;60,84;FTL
338;11/8/2021;November;Spain;Barcelona;DE;Road;10565;510;0;10565;5100;36,72;FTL
339;11/8/2021;November;Spain;Barcelona;DE;Road;12452;498;0;12452;4980;35,856;FTL
340;11/8/2021;November;Spain;Madrid;DE;Road;14375;946;0;14375;9460;68,112;FTL
341;11/8/2021;November;Spain;Barcelona;DE;Road;3903;678;0;3903;6780;48,816;FTL
342;11/8/2021;November;Spain;Barcelona;DE;Road;11209;564;0;11209;5640;40,608;FTL
343;11/8/2021;November;Spain;Madrid;DE;Road;17560;981;0;17560;9810;70,632;FTL
344;11/8/2021;November;Spain;Barcelona;DE;Road;13032;1080;0;13032;10800;77,76;FTL
345;11/8/2021;November;Turkey;Istanbul;US;Sea;10362;306;0;10362;3060;22,032;FCL
346;11/8/2021;November;Turkey;Istanbul;US;Sea;21240;994;0;21240;9940;71,568;FCL
347;11/8/2021;November;Turkey;Istanbul;US;Sea;10362;306;0;10362;3060;22,032;FCL
348;11/8/2021;November;Turkey;Istanbul;US;Sea;21240;994;0;21240;9940;71,568;FCL
349;11/8/2021;November;Turkey;Istanbul;US;Sea;19543;880;0;19543;8800;63,36;FCL
350;11/15/2021;November;Turkey;Istanbul;UK;Road;16429;1167;0;16429;11670;84,024;FTL
351;11/15/2021;November;Turkey;Istanbul;UK;Road;19223;857;4554;23777;;;FTL
352;11/15/2021;November;Turkey;Istanbul;UK;Road;25242;1314;0;25242;13140;94,608;FTL
353;11/15/2021;November;Turkey;Istanbul;UK;Road;17869;1346;0;17869;13460;96,912;FTL
354;11/15/2021;November;Turkey;Istanbul;UK;Road;26532;1243;0;26532;12430;89,496;FTL
355;11/15/2021;November;Turkey;Istanbul;DE;Road;29911;1113;1776;31687;12906;80,136;FTL
356;11/15/2021;November;Spain;Madrid;DE;Road;14841;794;0;14841;7940;57,168;FTL
357;11/15/2021;November;Spain;Barcelona;DE;Road;9109;588;0;9109;5880;42,336;FTL
358;11/15/2021;November;Turkey;Istanbul;US;Air;138;6;0;138;60;0,432;LTL
359;11/15/2021;November;Turkey;Istanbul;US;Sea;10979;642;0;10979;6420;46,224;FCL
360;11/22/2021;November;Turkey;Istanbul;UK;Road;42235;1333;1217;43452;14547;95,976;FTL
361;11/22/2021;November;Turkey;Istanbul;UK;Road;49057;1296;0;49057;12960;93,312;FTL
362;11/22/2021;November;Turkey;Istanbul;UK;Road;26370;1328;0;26370;13280;95,616;FTL
363;11/22/2021;November;Turkey;Istanbul;UK;Road;30042;1356;0;30042;13560;97,632;FTL
364;11/22/2021;November;Turkey;Istanbul;UK;Road;32905;1310;0;32905;13100;94,32;FTL
365;11/22/2021;November;Turkey;Istanbul;UK;Road;46863;1413;0;46863;14130;101,736;FTL
366;11/22/2021;November;Turkey;Istanbul;UK;Road;31785;1398;0;31785;13980;100,656;FTL
367;11/22/2021;November;Turkey;Istanbul;UK;Road;25676;1290;0;25676;12900;92,88;FTL
368;11/22/2021;November;Turkey;Istanbul;UK;Road;13364;677;0;13364;6770;48,744;LTL
369;11/22/2021;November;Turkey;Istanbul;UK;Road;27331;1320;0;27331;13200;95,04;FTL
370;11/22/2021;November;Turkey;Istanbul;US;Sea;21473;1090;0;21473;10900;78,48;FCL
371;11/22/2021;November;Turkey;Istanbul;US;Sea;2245;181;0;2245;1810;13,032;FCL
372;11/22/2021;November;Turkey;Istanbul;US;Sea;17456;1072;0;17456;10720;77,184;FCL
373;11/29/2021;November;Turkey;Istanbul;US;Sea;27581;1051;0;27581;10510;75,672;FCL
374;11/29/2021;November;Turkey;Istanbul;US;Sea;6948;491;0;6948;4910;35,352;FCL
